"Name","StageID","StageType","ChannelId","StageNameSID","QuestStageNameSID","LoadingId","ThemeID","CameraPreset","BlockSize","ChaVRadius","RevivalId","KickRevivalId","RestartWarpLocation","KillZone","StageLevel","CombatPower","EnableLevel","EnableQuest","EnableCombatPower","EnableGreatBuildingID","EnableBuildingStep","EnablePkGrade","AirWalkban","DirectWarpAble","BoardOnOff","CanMeditation","GuildSanctumId","SummonItemUseType","EXPPenalty","ReturnWarpLocation","ReturnWarpItemUseId","DirectWarpNeedCostId","DirectWarpNeedCostCount","DirectWarpNeedItemId","DirectWarpNeedItemCount","DirectWarpNeedItemUseId","WaitingWarpLocation","PkOnOff","PkOnOffNonPK","PKGuardOff","PKtendency","Durability","StageRule","DeathPenalty_Durability","DeathPenalty_Injure","DeathPenalty_Steal","DeathPenalty_StealValue","DeathPenalty_EXP","IconId","MapMiniInfo","GraphicLevel","TriggerLevel","Gendata","GenDoorData","DungeonScriptData","SpawnDataID","NaviMeshId_Main","NaviMeshId_Sub01","IsPossibleMacroMode","StandardPosition_X","StandardPosition_Y","WayPoint","SafetyArea","SectorGrade","GetWayType","GatheringZone","MiningZone","SpiritZone","GetWayCoordinate","SequenceType","SequencePlayId","Repeat","DominionId_Inter","DominionId_Siege","DominionId_StrongPoint","IsInterServer","DominionId_Grade1","DominionId_Grade2","DominionId_Grade3","GuildWarPlunderId","SeverVisit","SeverVisitRevivalId","SeverVisitNoVitality","ConquerSeverNoVitality","Mapmark","Union_Zone","GuildAltarId","PkPenalty","PkDeathPanalty","PkSteal","PkDurability"
"201300528","201300528","103","4001","452081","452081","104","0","100","6400","0","9000050","0","0","-3000","85","72400","1","0","52700","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300528.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300529","201300529","103","4001","452085","452085","104","0","100","6400","0","9000050","0","0","-3000","85","72400","1","0","52700","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300529.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300530","201300530","103","4001","452083","452083","104","0","100","6400","0","9000050","0","0","-3000","85","72400","1","0","52700","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300530.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300531","201300531","103","4001","452084","452084","104","0","100","6400","0","9000050","0","0","-3000","85","72400","1","0","52700","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300531.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300532","201300532","103","4001","452084","452084","104","0","100","6400","0","9000050","0","0","-3000","85","72400","1","0","52700","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300532.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300533","201300533","103","4001","452244","452244","104","0","100","6400","0","9000050","0","0","-3000","85","72400","1","0","52700","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","0","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300533.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300534","201300534","103","4001","452245","452245","104","0","100","6400","0","9000050","0","0","-3000","85","72400","1","0","52700","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","0","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300534.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300535","201300535","103","4001","452246","452246","104","0","100","6400","0","9000050","0","0","-3000","85","72400","1","0","52700","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","0","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300535.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300536","201300536","103","4001","452247","452247","104","0","100","6400","0","9000050","0","0","-3000","85","72400","1","0","52700","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","0","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300536.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300601","201300601","103","4001","1121006","1121006","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","0","0","1006","622000001","0","0","61301001","1","621000001","0","0","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01_Safe","GENDATA_201300601.json","0","0","201300601","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300602","201300602","103","4001","452248","452248","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300602.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300603","201300603","103","4001","452249","452249","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300603.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300604","201300604","103","4001","452250","452250","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300604.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300605","201300605","103","4001","452088","452088","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300605.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300606","201300606","103","4001","452088","452088","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300606.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300607","201300607","103","4001","452088","452088","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300607.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300608","201300608","103","4001","452251","452251","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300608.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300609","201300609","103","4001","452252","452252","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300609.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300610","201300610","103","4001","452253","452253","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300610.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300611","201300611","103","4001","452254","452254","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300611.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300612","201300612","103","4001","452255","452255","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300612.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300613","201300613","103","4001","452256","452256","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300613.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300614","201300614","103","4001","452091","452091","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300614.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300615","201300615","103","4001","452091","452091","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300615.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300616","201300616","103","4001","452091","452091","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300616.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300617","201300617","103","4001","452092","452092","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300617.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300618","201300618","103","4001","452092","452092","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300618.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300619","201300619","103","4001","452092","452092","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300619.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300620","201300620","103","4001","452093","452093","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300620.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300621","201300621","103","4001","452093","452093","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300621.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300622","201300622","103","4001","452257","452257","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300622.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300623","201300623","103","4001","452258","452258","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300623.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300624","201300624","103","4001","452259","452259","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300624.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300625","201300625","103","4001","452095","452095","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300625.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300626","201300626","103","4001","452096","452096","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300626.json","0","0","201300226","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300627","201300627","103","4001","452097","452097","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300627.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300628","201300628","103","4001","452098","452098","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300628.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300629","201300629","103","4001","452102","452102","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300629.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201300630","201300630","103","4001","452100","452100","104","0","100","6400","0","9000060","0","0","-3000","100","91100","1","0","66300","0","0","0","0","0","0","1","0","1","0","1006","622000001","0","0","61301001","1","621000001","0","1","0","1","0","0","0","0","1","0","0","3","900006","0","/Game/Maps/PVE/MagicSquare/MagicSquare_01","/Game/Maps/PVE/TRIGGER/TRG_MagicSquare_01","GENDATA_201300630.json","0","0","0","201300101","0","0","-5600","-13810","0","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
