StageId,Money,TimeTicket,ClassItem01,ClassItem02,ClassItem03,ClassItem04,ClassItem05,ClassItem06,ClassItemCountMin01,ClassItemCountMin02,ClassItemCountMin03,ClassItemCountMin04,ClassItemCountMin05,ClassItemCountMin06,ClassItemCountMax01,ClassItemCountMax02,ClassItemCountMax03,ClassItemCountMax04,ClassItemCountMax05,ClassItemCountMax06
200400231,"""(20)""","""(0)""","""(1707200001,1301102030,503220001,304201018,502720004,1810200007,1301201406,1301201408,603201111,602202326,901200503,901200802,521200001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,304202018,502720004,1810200007,1301201406,1301201408,603201111,602202326,901200503,901200802,521200001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,304203018,502720004,1810200007,1301201406,1301201408,603201111,602202326,901200503,901200802,521200001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,304204018,502720004,1810200007,1301201406,1301201408,603201111,602202326,901200503,901200802,521200001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,304205018,502720004,1810200007,1301201406,1301201408,603201111,602202326,901200503,901200802,521200001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,304206018,502720004,1810200007,1301201406,1301201408,603201111,602202326,901200503,901200802,521200001,501200044,517200304,1401100332)""","""(0)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)"""
200501940,"""(20)""","""(0)""","""(1707200001,1301102030,503220001,303201018,502720004,1810200007,1301201406,1301201408,603201111,602202326,901200603,901201002,521200001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,303202018,502720004,1810200007,1301201406,1301201408,603201111,602202326,901200603,901201002,521200001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,303203018,502720004,1810200007,1301201406,1301201408,603201111,602202326,901200603,901201002,521200001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,303204018,502720004,1810200007,1301201406,1301201408,603201111,602202326,901200603,901201002,521200001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,303205018,502720004,1810200007,1301201406,1301201408,603201111,602202326,901200603,901201002,521200001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,303206018,502720004,1810200007,1301201406,1301201408,603201111,602202326,901200603,901201002,521200001,501200044,517200304,1401100332)""","""(0)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,1,1,4,2,2)"""
200501960,"""(20)""","""(0)""","""(1707200001,1301102030,503220001,304201018,502720004,1810200007,1301201406,1301201408,603201111,602202326,901200603,901201002,502120001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,304202018,502720004,1810200007,1301201406,1301201408,603201111,602202326,901200603,901201002,502120001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,304203018,502720004,1810200007,1301201406,1301201408,603201111,602202326,901200603,901201002,502120001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,304204018,502720004,1810200007,1301201406,1301201408,603201111,602202326,901200603,901201002,502120001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,304205018,502720004,1810200007,1301201406,1301201408,603201111,602202326,901200603,901201002,502120001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,304206018,502720004,1810200007,1301201406,1301201408,603201111,602202326,901200603,901201002,502120001,501200044,517200304,1401100332)""","""(0)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,1,1,4,2,2)"""
200501980,"""(20)""","""(0)""","""(1707200001,1301102030,503220001,303201018,502720004,502920002,502920001,1810200007,1301201406,1301201408,603201111,602202326,901200603,901201002,502120001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,303202018,502720004,502920002,502920001,1810200007,1301201406,1301201408,603201111,602202326,901200603,901201002,502120001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,303203018,502720004,502920002,502920001,1810200007,1301201406,1301201408,603201111,602202326,901200603,901201002,502120001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,303204018,502720004,502920002,502920001,1810200007,1301201406,1301201408,603201111,602202326,901200603,901201002,502120001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,303205018,502720004,502920002,502920001,1810200007,1301201406,1301201408,603201111,602202326,901200603,901201002,502120001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,303206018,502720004,502920002,502920001,1810200007,1301201406,1301201408,603201111,602202326,901200603,901201002,502120001,501200044,517200304,1401100332)""","""(0)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,1,1,4,2,2)"""
200502000,"""(20)""","""(0)""","""(1707200001,1301102030,503220001,303201018,502720004,1810200007,502920002,502920001,1301201406,1301201408,603201111,602202326,901200603,901201002,521200001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,303202018,502720004,1810200007,502920002,502920001,1301201406,1301201408,603201111,602202326,901200603,901201002,521200001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,303203018,502720004,1810200007,502920002,502920001,1301201406,1301201408,603201111,602202326,901200603,901201002,521200001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,303204018,502720004,1810200007,502920002,502920001,1301201406,1301201408,603201111,602202326,901200603,901201002,521200001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,303205018,502720004,1810200007,502920002,502920001,1301201406,1301201408,603201111,602202326,901200603,901201002,521200001,501200044,517200304,1401100332)""","""(1707200001,1301102030,503220001,303206018,502720004,1810200007,502920002,502920001,1301201406,1301201408,603201111,602202326,901200603,901201002,521200001,501200044,517200304,1401100332)""","""(0)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,1,1,4,2,2)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,2,2,6,4,3)""","""(1,1,1,1,1,1,1,4,2,2)"""
200601150,"""(20)""","""(0)""","""(200201010,1301201407,807200003,1301201406,1301201408,1301201409,602202324,603201111,603200601,603200101,603200501,508200002,1401100332)""","""(200202010,1301201407,807200003,1301201406,1301201408,1301201409,602202324,603201111,603200601,603200101,603200501,508200002,1401100332)""","""(200203010,1301201407,807200003,1301201406,1301201408,1301201409,602202324,603201111,603200601,603200101,603200501,508200002,1401100332)""","""(200204010,1301201407,807200003,1301201406,1301201408,1301201409,602202324,603201111,603200601,603200101,603200501,508200002,1401100332)""","""(200205010,1301201407,807200003,1301201406,1301201408,1301201409,602202324,603201111,603200601,603200101,603200501,508200002,1401100332)""","""(200206010,1301201407,807200003,1301201406,1301201408,1301201409,602202324,603201111,603200601,603200101,603200501,508200002,1401100332)""","""(0)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)"""
200501910,"""(20)""","""(0)""","""(301201010,1301201407,807200003,1301201406,1301201408,1301201409,602202324,603201111,603200601,603200101,603200501,508200002,1401100332)""","""(301202010,1301201407,807200003,1301201406,1301201408,1301201409,602202324,603201111,603200601,603200101,603200501,508200002,1401100332)""","""(301203010,1301201407,807200003,1301201406,1301201408,1301201409,602202324,603201111,603200601,603200101,603200501,508200002,1401100332)""","""(301204010,1301201407,807200003,1301201406,1301201408,1301201409,602202324,603201111,603200601,603200101,603200501,508200002,1401100332)""","""(301205010,1301201407,807200003,1301201406,1301201408,1301201409,602202324,603201111,603200601,603200101,603200501,508200002,1401100332)""","""(301206010,1301201407,807200003,1301201406,1301201408,1301201409,602202324,603201111,603200601,603200101,603200501,508200002,1401100332)""","""(0)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)"""
200601040,"""(20)""","""(0)""","""(302201010,1301201407,807200003,1810200001,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(302202010,1301201407,807200003,1810200001,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(302203010,1301201407,807200003,1810200001,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(302204010,1301201407,807200003,1810200001,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(302205010,1301201407,807200003,1810200001,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(302206010,1301201407,807200003,1810200001,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(0)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)"""
200300000,"""(20)""","""(0)""","""(200201018,1301201407,807200004,1810200002,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(200202018,1301201407,807200004,1810200002,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(200203018,1301201407,807200004,1810200002,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(200204018,1301201407,807200004,1810200002,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(200205018,1301201407,807200004,1810200002,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(200206018,1301201407,807200004,1810200002,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(0)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)"""
200501920,"""(20)""","""(0)""","""(301201018,1301201407,807200004,1810200002,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(301202018,1301201407,807200004,1810200002,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(301203018,1301201407,807200004,1810200002,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(301204018,1301201407,807200004,1810200002,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(301205018,1301201407,807200004,1810200002,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(301206018,1301201407,807200004,1810200002,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(0)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)"""
200601010,"""(20)""","""(0)""","""(503220001,200201018,502720004,1301201407,807200004,1810200002,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(503220001,200202018,502720004,1301201407,807200004,1810200002,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(503220001,200203018,502720004,1301201407,807200004,1810200002,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(503220001,200204018,502720004,1301201407,807200004,1810200002,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(503220001,200205018,502720004,1301201407,807200004,1810200002,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(503220001,200206018,502720004,1301201407,807200004,1810200002,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(0)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)"""
200601160,"""(20)""","""(0)""","""(1707200001,1301102030,503220001,302201018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,302202018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,302203018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,302204018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,302205018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,302206018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(0)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)"""
200601020,"""(20)""","""(0)""","""(1707200001,1301102030,503220001,301201018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,301202018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,301203018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,301204018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,301205018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,301206018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(0)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)"""
200501930,"""(20)""","""(0)""","""(1707200001,1301102030,503220001,200201018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,200202018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,200203018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,200204018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,200205018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,200206018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(0)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)"""
200501500,"""(20)""","""(0)""","""(1707200001,1301102030,503220001,302201018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,302202018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,302203018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,302204018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,302205018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,302206018,502720004,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(0)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)"""
200501950,"""(20)""","""(0)""","""(1707200001,1301102030,503220001,301201018,502720004,601202669,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,301202018,502720004,601202669,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,301203018,502720004,601202669,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,301204018,502720004,601202669,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,301205018,502720004,601202669,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,301206018,502720004,601202669,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(0)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(0)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,1,1,1)"""
200501970,"""(20)""","""(0)""","""(1707200001,1301102030,503220001,200201018,502720004,601202669,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,200202018,502720004,601202669,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,200203018,502720004,601202669,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,200204018,502720004,601202669,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,200205018,502720004,601202669,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(1707200001,1301102030,503220001,200206018,502720004,601202669,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,508200002,1401100332)""","""(0)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(0)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,1,1,1)"""
200601170,"""(20)""","""(0)""","""(1707200001,1301102030,503220001,302201018,502720004,601202669,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,502920002,502920001,1401100332)""","""(1707200001,1301102030,503220001,302202018,502720004,601202669,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,502920002,502920001,1401100332)""","""(1707200001,1301102030,503220001,302203018,502720004,601202669,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,502920002,502920001,1401100332)""","""(1707200001,1301102030,503220001,302204018,502720004,601202669,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,502920002,502920001,1401100332)""","""(1707200001,1301102030,503220001,302205018,502720004,601202669,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,502920002,502920001,1401100332)""","""(1707200001,1301102030,503220001,302206018,502720004,601202669,1301201407,807200004,1810200003,603200103,1301201406,1301201408,1301201409,602202324,603201111,603200602,603200102,603200502,502920002,502920001,1401100332)""","""(0)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(1,1,1,1,1,1,1,1,1,1)""","""(0)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,3,1,2)""","""(1,1,1,1,1,1,1,1,1,1)"""
