"Name","RowId","MiniGroupId","MiniStageId","BidoMatrixStageId","MiniMapCoordinateLT","MiniMapCoordinateRB","MiniMapZoom","UserMovingRaderZoom","MiniMapResource","ElliteCheck","DefaultOpenList","ElliteStageId"
"284","284","20005","205","0","(X=-27745, Y=-30925, Z=0)","(X=33255, Y=30075, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Sabuk_Siege2","0","13","0"
"285","285","20006","206","0","(X=-27745, Y=-30925, Z=0)","(X=33255, Y=30075, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Sabuk_Siege2","0","13","0"
"286","286","20007","207","0","(X=-27745, Y=-30925, Z=0)","(X=33255, Y=30075, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Sabuk_Siege2","0","13","0"
"287","287","20008","208","0","(X=-27745, Y=-30925, Z=0)","(X=33255, Y=30075, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Sabuk_Siege2","0","13","0"
"288","288","20009","211","0","(X=-27745, Y=-30925, Z=0)","(X=33255, Y=30075, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Sabuk_Siege2","0","13","0"
"289","289","20010","212","0","(X=-27745, Y=-30925, Z=0)","(X=33255, Y=30075, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Sabuk_Siege2","0","13","0"
"290","290","20011","213","0","(X=-27745, Y=-30925, Z=0)","(X=33255, Y=30075, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Sabuk_Siege2","0","13","0"
"291","291","20012","214","0","(X=-27745, Y=-30925, Z=0)","(X=33255, Y=30075, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Sabuk_Siege2","0","13","0"
"292","292","20013","221","0","(X=-54040, Y=-53970, Z=0)","(X=53960, Y=54030, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Sabuk_Siege1","0","13","0"
"293","293","10001","201300101","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"294","294","10002","201300102","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"295","295","10003","201300103","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"296","296","10004","201300104","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"297","297","10005","201300105","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"298","298","10006","201300106","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"299","299","10007","201300107","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"300","300","10008","201300108","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"301","301","10009","201300109","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"302","302","10010","201300110","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"303","303","10011","201300111","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"304","304","10012","201300112","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"305","305","10013","201300113","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"306","306","10014","201300114","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"307","307","10015","201300115","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"308","308","10016","201300116","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"309","309","10017","201300117","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"310","310","10018","201300118","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"311","311","10019","201300119","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"312","312","10020","201300120","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"313","313","10021","201300121","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"314","314","10022","201300122","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"315","315","10023","201300123","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"316","316","10024","201300124","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"317","317","10025","201300125","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"318","318","10026","201300126","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"319","319","10027","201300127","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"320","320","10028","201300128","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"321","321","10029","201300129","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"322","322","10030","201300130","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"323","323","10031","201300131","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"324","324","10032","201300132","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"325","325","10033","201300133","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"326","326","10034","201300134","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"327","327","10035","201300135","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"328","328","10036","201300136","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"329","329","10037","201300201","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"330","330","10038","201300202","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"331","331","10039","201300203","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"332","332","10040","201300204","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"333","333","10041","201300205","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"334","334","10042","201300206","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"335","335","10043","201300207","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"336","336","10044","201300208","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"337","337","10045","201300209","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"338","338","10046","201300210","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"339","339","10047","201300211","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"340","340","10048","201300212","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"341","341","10049","201300213","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"342","342","10050","201300214","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"343","343","10051","201300215","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"344","344","10052","201300216","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"345","345","10053","201300217","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"346","346","10054","201300218","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"347","347","10055","201300219","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"348","348","10056","201300220","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"349","349","10057","201300221","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"350","350","10058","201300222","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"351","351","10059","201300223","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"352","352","10060","201300224","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"353","353","10061","201300225","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"354","354","10062","201300226","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"355","355","10063","201300227","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"356","356","10064","201300228","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"357","357","10065","201300229","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"358","358","10066","201300230","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"359","359","10067","201300231","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"360","360","10068","201300232","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"361","361","10069","201300233","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"362","362","10070","201300234","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"363","363","10071","201300235","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"364","364","10072","201300236","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"365","365","10073","201300301","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"366","366","10074","201300302","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"367","367","10075","201300303","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"368","368","10076","201300304","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"369","369","10077","201300305","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"370","370","10078","201300306","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"371","371","10079","201300307","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"372","372","10080","201300308","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"373","373","10081","201300309","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"374","374","10082","201300310","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"375","375","10083","201300311","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"376","376","10084","201300312","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"377","377","10085","201300313","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"378","378","10086","201300314","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"379","379","10087","201300315","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"380","380","10088","201300316","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"381","381","10089","201300317","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"382","382","10090","201300318","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"383","383","10091","201300319","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"384","384","10092","201300320","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"385","385","10093","201300321","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"386","386","10094","201300322","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"387","387","10095","201300323","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"388","388","10096","201300324","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"389","389","10097","201300325","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"390","390","10098","201300326","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"391","391","10099","201300327","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"392","392","10100","201300328","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"393","393","10101","201300329","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"394","394","10102","201300330","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"395","395","10103","201300331","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"396","396","10104","201300332","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"397","397","10105","201300333","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"398","398","10106","201300334","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"399","399","10107","201300335","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"400","400","10108","201300336","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"401","401","10109","201300401","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"402","402","10110","201300402","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"403","403","10111","201300403","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"404","404","10112","201300404","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"405","405","10113","201300405","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"406","406","10114","201300406","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"407","407","10115","201300407","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"408","408","10116","201300408","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"409","409","10117","201300409","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"410","410","10118","201300410","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"411","411","10119","201300411","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"412","412","10120","201300412","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"413","413","10121","201300413","0","(X=66800, Y=-14180, Z=0)","(X=92000, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01_1","0","0","0"
"414","414","10122","201300414","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"415","415","10123","201300415","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"416","416","10124","201300416","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"417","417","10125","201300417","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"418","418","10126","201300418","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"419","419","10127","201300419","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"420","420","10128","201300420","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"421","421","10129","201300421","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"422","422","10130","201300422","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"423","423","10131","201300423","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"424","424","10132","201300424","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"425","425","10133","201300425","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"426","426","10134","201300426","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"427","427","10135","201300427","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"428","428","10136","201300428","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
